iter	Passed	Remaining
2544	163186	478018
2545	163251	477957
2546	163321	477909
2547	163391	477861
2548	163455	477798
2549	163519	477732
2550	163592	477695
2551	163658	477637
2552	163729	477592
2553	163793	477528
2554	163853	477450
2555	163910	477366
2556	163966	477279
2557	164031	477216
2558	164098	477161
2559	164157	477081
2560	164224	477027
2561	164286	476956
2562	164356	476910
2563	164424	476856
2564	164482	476773
2565	164547	476713
2566	164606	476635
2567	164673	476578
2568	164726	476481
2569	164788	476411
2570	164858	476365
2571	164924	476306
2572	164985	476233
2573	165053	476180
2574	165125	476137
2575	165186	476064
2576	165253	476008
2577	165313	475933
2578	165380	475878
2579	165446	475819
2580	165516	475772
2581	165587	475728
2582	165646	475648
2583	165714	475594
2584	165776	475524
2585	165837	475453
2586	165899	475382
2587	165962	475313
2588	166023	475241
2589	166098	475209
2590	166166	475156
2591	166237	475109
2592	166297	475035
2593	166361	474969
2594	166427	474911
2595	166491	474846
2596	166558	474792
2597	166614	474704
2598	166682	474649
2599	166739	474566
2600	166803	474502
2601	166870	474445
2602	166935	474385
2603	167002	474327
2604	167067	474266
2605	167134	474209
2606	167199	474149
2607	167268	474097
2608	167332	474034
2609	167395	473966
2610	167460	473905
2611	167526	473846
2612	167594	473793
2613	167660	473735
2614	167731	473689
2615	167797	473629
2616	167864	473573
2617	167926	473503
2618	167980	473412
2619	168043	473342
2620	168102	473265
2621	168172	473217
2622	168237	473156
2623	168303	473096
2624	168372	473046
2625	168431	472966
2626	168498	472911
2627	168562	472846
2628	168623	472774
2629	168681	472693
2630	168745	472627
2631	168810	472567
2632	168878	472514
2633	168940	472443
2634	169005	472382
2635	169059	472289
2636	169125	472230
2637	169190	472168
2638	169260	472121
2639	169316	472034
2640	169381	471972
2641	169450	471920
2642	169511	471850
2643	169575	471783
2644	169638	471716
2645	169707	471666
2646	169771	471600
2647	169835	471536
2648	169904	471485
2649	169973	471435
2650	170038	471375
2651	170097	471295
2652	170160	471227
2653	170224	471164
2654	170289	471102
2655	170352	471036
2656	170415	470968
2657	170480	470906
2658	170546	470846
2659	170613	470789
2660	170682	470738
2661	170752	470692
2662	170823	470646
2663	170886	470579
2664	170950	470515
2665	171006	470428
2666	171059	470334
2667	171127	470278
2668	171189	470209
2669	171256	470154
2670	171323	470098
2671	171381	470015
2672	171442	469944
2673	171511	469892
2674	171581	469844
2675	171652	469798
2676	171722	469750
2677	171782	469674
2678	171847	469613
2679	171912	469551
2680	171980	469498
2681	172050	469451
2682	172116	469391
2683	172188	469348
2684	172246	469267
2685	172307	469195
2686	172375	469142
2687	172441	469081
2688	172505	469017
2689	172569	468951
2690	172637	468899
2691	172703	468839
2692	172776	468798
2693	172843	468742
2694	172911	468689
2695	172981	468641
2696	173048	468583
2697	173117	468534
2698	173181	468470
2699	173244	468401
2700	173306	468332
2701	173378	468289
2702	173450	468244
2703	173513	468177
2704	173575	468109
2705	173639	468044
2706	173702	467976
2707	173762	467899
2708	173823	467828
2709	173893	467779
2710	173959	467721
2711	174026	467665
2712	174082	467577
2713	174140	467498
2714	174201	467423
2715	174265	467359
2716	174333	467306
2717	174397	467242
2718	174460	467174
2719	174517	467091
2720	174584	467034
2721	174650	466974
2722	174714	466910
2723	174770	466824
2724	174831	466750
2725	174889	466670
2726	174950	466598
2727	175021	466552
2728	175097	466519
2729	175164	466464
2730	175223	466387
2731	175283	466310
2732	175350	466254
2733	175418	466200
2734	175485	466143
2735	175544	466064
2736	175603	465987
2737	175661	465908
2738	175719	465826
2739	175786	465770
2740	175860	465732
2741	175927	465676
2742	175992	465613
2743	176057	465551
2744	176117	465477
2745	176177	465400
2746	176244	465345
2747	176302	465264
2748	176371	465211
2749	176428	465129
2750	176495	465071
2751	176557	465003
2752	176625	464948
2753	176702	464919
2754	176765	464852
2755	176828	464784
2756	176894	464726
2757	176953	464647
2758	177008	464560
2759	177079	464511
2760	177139	464438
2761	177202	464371
2762	177265	464303
2763	177330	464240
2764	177392	464172
2765	177449	464088
2766	177513	464024
2767	177571	463944
2768	177637	463883
2769	177697	463810
2770	177759	463739
2771	177828	463687
2772	177886	463607
2773	177950	463544
2774	178009	463467
2775	178073	463402
2776	178130	463318
2777	178184	463228
2778	178249	463166
2779	178317	463112
2780	178383	463053
2781	178449	462993
2782	178520	462946
2783	178579	462869
2784	178642	462802
2785	178704	462733
2786	178769	462670
2787	178833	462606
2788	178898	462545
2789	178966	462490
2790	179033	462433
2791	179093	462359
2792	179164	462313
2793	179223	462236
2794	179284	462162
2795	179350	462104
2796	179425	462066
2797	179496	462019
2798	179562	461960
2799	179621	461882
2800	179684	461816
2801	179753	461764
2802	179811	461685
2803	179872	461612
2804	179940	461559
2805	180004	461493
2806	180071	461436
2807	180131	461361
2808	180196	461299
2809	180253	461217
2810	180316	461150
2811	180366	461051
2812	180430	460985
2813	180499	460933
2814	180565	460875
2815	180631	460815
2816	180691	460741
2817	180753	460671
2818	180817	460606
2819	180885	460553
2820	180951	460492
2821	181014	460425
2822	181078	460361
2823	181136	460282
2824	181205	460230
2825	181265	460155
2826	181335	460106
2827	181409	460067
2828	181472	459999
2829	181536	459935
2830	181606	459885
2831	181674	459830
2832	181733	459754
2833	181797	459689
2834	181857	459615
2835	181916	459538
2836	181986	459488
2837	182063	459457
2838	182134	459410
2839	182209	459373
2840	182277	459318
2841	182338	459247
2842	182403	459184
2843	182467	459118
2844	182526	459043
2845	182590	458977
2846	182661	458930
2847	182725	458866
2848	182791	458806
2849	182851	458733
2850	182912	458660
2851	182976	458597
2852	183048	458551
2853	183109	458479
2854	183180	458433
2855	183238	458353
2856	183301	458285
2857	183364	458219
2858	183426	458148
2859	183494	458094
2860	183567	458053
2861	183636	457999
2862	183702	457941
2863	183778	457905
2864	183847	457853
2865	183910	457786
2866	183972	457717
2867	184036	457651
2868	184105	457601
2869	184173	457545
2870	184243	457496
2871	184308	457434
2872	184379	457388
2873	184447	457331
2874	184511	457267
2875	184568	457186
2876	184635	457127
2877	184707	457082
2878	184771	457019
2879	184840	456966
2880	184911	456918
2881	184974	456852
2882	185035	456781
2883	185093	456701
2884	185153	456627
2885	185219	456567
2886	185288	456514
2887	185366	456485
2888	185435	456432
2889	185500	456370
2890	185562	456300
2891	185633	456252
2892	185697	456188
2893	185760	456121
2894	185826	456061
2895	185886	455986
2896	185954	455931
2897	186023	455878
2898	186101	455850
2899	186154	455758
2900	186222	455703
2901	186282	455628
2902	186341	455551
2903	186395	455463
2904	186462	455405
2905	186526	455341
2906	186597	455292
2907	186662	455229
2908	186722	455157
2909	186789	455098
2910	186852	455032
2911	186921	454980
2912	186992	454931
2913	187048	454847
2914	187107	454771
2915	187165	454692
2916	187231	454631
2917	187297	454570
2918	187350	454481
2919	187418	454426
2920	187486	454370
2921	187552	454309
2922	187615	454243
2923	187677	454173
2924	187744	454117
2925	187811	454059
2926	187878	454003
2927	187937	453926
2928	188002	453863
2929	188062	453788
2930	188119	453707
2931	188186	453648
2932	188246	453575
2933	188306	453500
2934	188356	453402
2935	188422	453344
2936	188489	453285
2937	188551	453216
2938	188619	453162
2939	188680	453090
2940	188747	453031
2941	188808	452961
2942	188871	452893
2943	188931	452820
2944	188997	452760
2945	189062	452697
2946	189131	452645
2947	189188	452564
2948	189252	452498
2949	189312	452425
2950	189375	452357
2951	189448	452314
2952	189517	452263
2953	189576	452186
2954	189649	452141
2955	189726	452108
2956	189797	452061
2957	189857	451986
2958	189920	451920
2959	189986	451858
2960	190055	451806
2961	190121	451746
2962	190181	451673
2963	190245	451608
2964	190310	451546
2965	190370	451473
2966	190436	451412
2967	190499	451344
2968	190566	451286
2969	190626	451213
2970	190699	451170
2971	190772	451127
2972	190845	451082
2973	190903	451004
2974	190961	450927
2975	191024	450857
2976	191084	450783
2977	191151	450727
2978	191217	450667
2979	191285	450612
2980	191349	450547
2981	191413	450482
2982	191483	450431
2983	191541	450352
2984	191609	450298
2985	191675	450239
2986	191740	450175
2987	191802	450105
2988	191862	450032
2989	191920	449953
2990	191974	449865
2991	192036	449797
2992	192106	449745
2993	192169	449678
2994	192238	449625
2995	192303	449563
2996	192365	449494
2997	192436	449446
2998	192495	449370
2999	192558	449302
3000	192627	449250
3001	192687	449177
3002	192749	449107
3003	192814	449045
3004	192886	448998
3005	192962	448962
3006	193027	448899
3007	193089	448830
3008	193155	448770
3009	193228	448727
3010	193292	448661
3011	193359	448604
3012	193426	448546
3013	193492	448486
3014	193557	448423
3015	193619	448355
3016	193688	448302
3017	193749	448231
3018	193821	448183
3019	193881	448109
3020	193943	448042
3021	194003	447967
3022	194071	447911
3023	194144	447868
3024	194207	447801
3025	194282	447761
3026	194349	447702
3027	194415	447642
3028	194482	447585
3029	194545	447519
3030	194607	447448
3031	194667	447375
3032	194729	447305
3033	194791	447238
3034	194852	447165
3035	194915	447099
3036	194983	447042
3037	195051	446987
3038	195115	446923
3039	195189	446881
3040	195253	446816
3041	195324	446767
3042	195393	446715
3043	195453	446640
3044	195525	446595
3045	195584	446518
3046	195663	446487
3047	195730	446430
3048	195793	446363
3049	195857	446299
3050	195924	446239
3051	195994	446190
3052	196052	446111
3053	196114	446042
3054	196177	445974
3055	196243	445914
3056	196305	445844
3057	196368	445777
3058	196435	445719
3059	196501	445660
3060	196556	445575
3061	196617	445503
3062	196680	445437
3063	196739	445360
3064	196808	445306
3065	196866	445229
3066	196918	445137
3067	196982	445072
3068	197042	444998
3069	197102	444924
3070	197162	444852
3071	197228	444792
3072	197298	444739
3073	197361	444672
3074	197430	444618
3075	197491	444548
3076	197548	444467
3077	197608	444394
3078	197665	444313
3079	197724	444238
3080	197793	444185
3081	197862	444130
3082	197928	444071
3083	197996	444015
3084	198057	443944
3085	198118	443872
3086	198180	443802
3087	198240	443731
3088	198302	443660
3089	198373	443612
3090	198439	443552
3091	198507	443495
3092	198574	443438
3093	198636	443369
3094	198708	443322
3095	198771	443255
3096	198835	443190
3097	198895	443117
3098	198949	443030
3099	199017	442975
3100	199082	442912
3101	199145	442844
3102	199210	442781
3103	199270	442708
3104	199340	442658
3105	199406	442598
3106	199474	442542
3107	199543	442488
3108	199606	442421
3109	199662	442338
3110	199723	442268
3111	199786	442200
3112	199852	442139
3113	199912	442067
3114	199979	442009
3115	200048	441954
3116	200117	441901
3117	200181	441838
3118	200245	441772
3119	200309	441708
3120	200373	441644
3121	200436	441577
3122	200508	441528
3123	200572	441463
3124	200647	441423
3125	200718	441374
3126	200786	441318
3127	200855	441265
3128	200920	441202
3129	200990	441152
3130	201067	441114
3131	201132	441053
3132	201195	440985
3133	201257	440916
3134	201319	440848
3135	201380	440776
3136	201446	440715
3137	201504	440638
3138	201572	440583
3139	201640	440526
3140	201701	440455
3141	201758	440375
3142	201820	440307
3143	201885	440244
3144	201945	440171
3145	202012	440112
3146	202083	440063
3147	202145	439993
3148	202207	439924
3149	202268	439853
3150	202338	439801
3151	202407	439747
3152	202474	439690
3153	202535	439619
3154	202604	439565
3155	202660	439483
3156	202727	439424
3157	202793	439364
3158	202863	439312
3159	202918	439229
3160	202987	439174
3161	203047	439101
3162	203119	439053
3163	203185	438992
3164	203247	438925
3165	203308	438853
3166	203373	438790
3167	203436	438723
3168	203497	438652
3169	203560	438585
3170	203626	438526
3171	203688	438456
3172	203751	438389
3173	203817	438328
3174	203881	438265
3175	203946	438203
3176	204012	438142
3177	204079	438083
3178	204140	438012
3179	204209	437959
3180	204270	437887
3181	204331	437817
3182	204399	437761
3183	204473	437717
3184	204532	437641
3185	204592	437569
3186	204661	437514
3187	204734	437468
3188	204799	437405
3189	204865	437346
3190	204930	437284
3191	204995	437221
3192	205059	437155
3193	205122	437089
3194	205190	437034
3195	205258	436977
3196	205323	436914
3197	205381	436836
3198	205446	436774
3199	205519	436729
3200	205588	436674
3201	205652	436610
3202	205721	436555
3203	205785	436492
3204	205852	436432
3205	205920	436376
3206	205981	436304
3207	206053	436258
3208	206110	436178
3209	206178	436121
3210	206251	436076
3211	206315	436011
3212	206381	435950
3213	206437	435870
3214	206504	435811
3215	206569	435748
3216	206643	435704
3217	206713	435653
3218	206782	435599
3219	206853	435548
3220	206920	435490
3221	206981	435419
3222	207049	435363
3223	207116	435304
3224	207186	435252
3225	207245	435176
3226	207304	435101
3227	207358	435015
3228	207421	434950
3229	207498	434910
3230	207558	434837
3231	207621	434771
3232	207677	434689
3233	207742	434627
3234	207811	434573
3235	207870	434497
3236	207934	434433
3237	208003	434378
3238	208067	434313
3239	208137	434261
3240	208201	434196
3241	208264	434130
3242	208325	434059
3243	208393	434004
3244	208451	433926
3245	208506	433841
3246	208570	433778
3247	208636	433717
3248	208698	433648
3249	208765	433589
3250	208834	433535
3251	208905	433485
3252	208961	433405
3253	209030	433349
3254	209086	433269
3255	209147	433196
3256	209202	433113
3257	209267	433051
3258	209336	432997
3259	209398	432928
3260	209463	432865
3261	209537	432821
3262	209612	432779
3263	209683	432729
3264	209745	432659
3265	209812	432602
3266	209878	432540
3267	209949	432490
3268	210014	432427
3269	210082	432372
3270	210149	432312
3271	210208	432237
3272	210265	432159
3273	210326	432087
3274	210394	432032
3275	210458	431967
3276	210527	431913
3277	210594	431852
3278	210654	431779
3279	210710	431699
3280	210772	431630
3281	210837	431567
3282	210911	431522
3283	210970	431448
3284	211037	431389
3285	211105	431333
3286	211172	431274
3287	211233	431204
3288	211295	431134
3289	211364	431080
3290	211423	431006
3291	211488	430942
3292	211556	430887
3293	211624	430828
3294	211685	430759
3295	211750	430696
3296	211821	430645
3297	211893	430597
3298	211954	430527
3299	212021	430467
3300	212088	430408
3301	212164	430368
3302	212228	430304
3303	212291	430238
3304	212358	430177
3305	212420	430110
3306	212484	430044
3307	212551	429986
3308	212612	429916
3309	212677	429852
3310	212740	429786
3311	212803	429718
3312	212862	429644
3313	212933	429593
3314	213002	429539
3315	213060	429461
3316	213124	429397
3317	213186	429328
3318	213255	429273
3319	213312	429194
3320	213368	429113
3321	213431	429046
3322	213489	428969
3323	213555	428909
3324	213630	428866
3325	213689	428793
3326	213754	428729
3327	213818	428664
3328	213885	428606
3329	213954	428551
3330	214012	428473
3331	214082	428422
3332	214148	428360
3333	214221	428315
3334	214288	428256
3335	214353	428192
3336	214417	428128
3337	214470	428042
3338	214536	427980
3339	214602	427919
3340	214673	427870
3341	214738	427807
3342	214798	427734
3343	214860	427665
3344	214921	427595
3345	214988	427536
3346	215058	427483
3347	215123	427420
3348	215179	427339
3349	215245	427278
3350	215311	427217
3351	215374	427150
3352	215442	427094
3353	215500	427017
3354	215569	426962
3355	215641	426914
3356	215700	426839
3357	215764	426773
3358	215834	426721
3359	215903	426667
3360	215974	426614
3361	216037	426547
3362	216102	426485
3363	216173	426435
3364	216242	426379
3365	216304	426310
3366	216366	426242
3367	216435	426187
3368	216504	426131
3369	216567	426066
3370	216633	426005
3371	216696	425937
3372	216764	425881
3373	216821	425803
3374	216896	425760
3375	216964	425702
3376	217034	425649
3377	217103	425594
3378	217159	425514
3379	217224	425451
3380	217290	425390
3381	217350	425318
3382	217420	425265
3383	217473	425178
3384	217536	425111
3385	217600	425048
3386	217665	424984
3387	217728	424917
3388	217792	424853
3389	217861	424798
3390	217934	424750
3391	217999	424687
3392	218063	424623
3393	218127	424558
3394	218184	424478
3395	218250	424419
3396	218315	424356
3397	218373	424279
3398	218438	424217
3399	218496	424140
3400	218567	424088
3401	218627	424016
3402	218697	423963
3403	218763	423901
3404	218831	423845
3405	218896	423783
3406	218965	423727
3407	219025	423654
3408	219088	423588
3409	219160	423538
3410	219231	423487
3411	219291	423415
3412	219359	423357
3413	219428	423303
3414	219497	423247
3415	219557	423175
3416	219620	423108
3417	219683	423041
3418	219750	422983
3419	219821	422931
3420	219882	422860
3421	219948	422799
3422	220005	422722
3423	220071	422660
3424	220144	422613
3425	220211	422553
3426	220277	422493
3427	220343	422432
3428	220413	422378
3429	220480	422319
3430	220550	422266
3431	220615	422203
3432	220686	422151
3433	220749	422084
3434	220821	422035
3435	220897	421994
3436	220960	421927
3437	221024	421862
3438	221086	421794
3439	221154	421735
3440	221217	421670
3441	221278	421599
3442	221350	421549
3443	221411	421479
3444	221463	421392
3445	221529	421330
3446	221587	421254
3447	221650	421187
3448	221709	421113
3449	221772	421045
3450	221841	420990
3451	221908	420931
3452	221972	420868
3453	222042	420812
3454	222102	420741
3455	222172	420688
3456	222238	420626
3457	222298	420554
3458	222357	420480
3459	222414	420401
3460	222485	420350
3461	222542	420272
3462	222609	420213
3463	222681	420163
3464	222741	420091
3465	222806	420029
3466	222875	419973
3467	222930	419890
3468	222992	419822
3469	223059	419763
3470	223125	419702
3471	223178	419615
3472	223246	419559
3473	223314	419501
3474	223388	419456
3475	223462	419410
3476	223532	419356
3477	223599	419297
3478	223667	419239
3479	223734	419180
3480	223802	419122
3481	223863	419052
3482	223924	418983
3483	223991	418923
3484	224061	418869
3485	224122	418798
3486	224187	418737
3487	224245	418659
3488	224304	418586
3489	224374	418531
3490	224432	418455
3491	224491	418382
3492	224559	418325
3493	224620	418254
3494	224687	418195
3495	224746	418121
3496	224814	418064
3497	224872	417987
3498	224935	417921
3499	224997	417851
3500	225064	417792
3501	225124	417721
3502	225187	417654
3503	225250	417588
3504	225314	417523
3505	225387	417475
3506	225457	417421
3507	225524	417362
3508	225588	417297
3509	225659	417245
3510	225727	417187
3511	225797	417133
3512	225865	417076
3513	225924	417002
3514	225992	416944
3515	226058	416882
3516	226121	416817
3517	226187	416756
3518	226254	416696
3519	226321	416636
3520	226384	416570
3521	226452	416512
3522	226514	416444
3523	226574	416371
3524	226643	416315
3525	226708	416254
3526	226768	416181
3527	226832	416117
3528	226894	416048
3529	226965	415996
3530	227033	415939
3531	227097	415873
3532	227158	415803
3533	227222	415739
3534	227286	415673
3535	227360	415627
3536	227426	415565
3537	227491	415502
3538	227556	415439
3539	227622	415378
3540	227681	415304
3541	227743	415235
3542	227809	415176
3543	227879	415121
3544	227947	415064
3545	228015	415005
3546	228084	414950
3547	228154	414895
3548	228224	414841
3549	228289	414780
3550	228353	414714
3551	228418	414651
3552	228481	414584
3553	228541	414511
3554	228606	414449
3555	228668	414380
3556	228733	414318
3557	228804	414266
3558	228877	414218
3559	228942	414153
3560	229008	414093
3561	229072	414028
3562	229139	413968
3563	229209	413914
3564	229280	413862
3565	229340	413791
3566	229406	413728
3567	229470	413664
3568	229531	413594
3569	229599	413536
3570	229662	413469
3571	229731	413412
3572	229793	413344
3573	229858	413282
3574	229926	413224
3575	229990	413158
3576	230056	413098
3577	230122	413037
3578	230180	412961
3579	230243	412894
3580	230307	412829
3581	230372	412767
3582	230434	412698
3583	230504	412644
3584	230568	412580
3585	230632	412513
3586	230707	412469
3587	230760	412385
3588	230819	412311
3589	230883	412246
3590	230950	412187
3591	231021	412133
3592	231088	412074
3593	231157	412018
3594	231231	411971
3595	231302	411918
3596	231371	411863
3597	231443	411811
3598	231519	411768
3599	231578	411694
3600	231641	411629
3601	231712	411575
3602	231777	411512
3603	231837	411441
3604	231905	411383
3605	231964	411309
3606	232030	411247
3607	232082	411161
3608	232146	411097
3609	232221	411051
3610	232288	410992
3611	232361	410942
3612	232429	410885
3613	232498	410828
3614	232562	410763
3615	232622	410692
3616	232692	410638
3617	232763	410585
3618	232834	410531
3619	232899	410469
3620	232964	410406
3621	233032	410348
3622	233102	410293
3623	233165	410227
3624	233232	410167
3625	233299	410108
3626	233362	410040
3627	233432	409986
3628	233498	409924
3629	233564	409863
3630	233626	409795
3631	233694	409738
3632	233750	409658
3633	233821	409605
3634	233882	409535
3635	233945	409468
3636	234009	409404
3637	234067	409328
3638	234142	409282
3639	234206	409218
3640	234268	409149
3641	234338	409095
3642	234405	409034
3643	234466	408964
3644	234532	408903
3645	234593	408832
3646	234665	408783
3647	234729	408717
3648	234790	408647
3649	234856	408585
3650	234911	408506
3651	234978	408445
3652	235045	408385
3653	235105	408314
3654	235176	408261
3655	235237	408190
3656	235303	408130
3657	235370	408069
3658	235437	408009
3659	235500	407943
3660	235565	407879
3661	235643	407839
3662	235699	407760
3663	235758	407687
3664	235822	407621
3665	235879	407545
3666	235947	407486
3667	236016	407431
3668	236082	407368
3669	236145	407302
3670	236222	407259
3671	236292	407205
3672	236357	407142
3673	236421	407076
3674	236491	407022
3675	236558	406962
3676	236622	406897
3677	236690	406839
3678	236755	406776
3679	236829	406728
3680	236889	406657
3681	236947	406582
3682	237011	406516
3683	237071	406445
3684	237132	406375
3685	237196	406310
3686	237263	406250
3687	237326	406184
3688	237393	406124
3689	237464	406070
3690	237532	406013
3691	237599	405953
3692	237668	405896
3693	237741	405847
3694	237805	405782
3695	237871	405720
3696	237942	405666
3697	238015	405618
3698	238083	405558
3699	238152	405502
3700	238215	405437
3701	238282	405375
3702	238349	405316
3703	238410	405246
3704	238483	405196
3705	238550	405136
3706	238616	405074
3707	238688	405023
3708	238756	404964
3709	238811	404885
3710	238875	404819
3711	238936	404750
3712	239000	404684
3713	239068	404627
3714	239121	404543
3715	239185	404478
3716	239256	404424
3717	239318	404357
3718	239379	404287
3719	239445	404225
3720	239507	404156
3721	239574	404096
3722	239633	404023
3723	239699	403961
3724	239765	403900
3725	239830	403837
3726	239900	403782
3727	239970	403727
3728	240030	403654
3729	240094	403591
3730	240161	403530
3731	240229	403472
3732	240299	403417
3733	240363	403353
3734	240434	403299
3735	240501	403239
3736	240571	403184
3737	240640	403127
3738	240708	403069
3739	240774	403007
3740	240836	402939
3741	240910	402891
3742	240977	402831
3743	241044	402770
3744	241107	402705
3745	241166	402630
3746	241236	402576
3747	241304	402517
3748	241375	402464
3749	241442	402404
3750	241512	402349
3751	241579	402289
3752	241635	402210
3753	241696	402140
3754	241767	402087
3755	241832	402024
3756	241891	401950
3757	241954	401883
3758	242033	401843
3759	242113	401805
3760	242177	401740
3761	242244	401681
3762	242305	401609
3763	242369	401544
3764	242430	401474
3765	242487	401399
3766	242559	401346
3767	242629	401291
3768	242698	401235
3769	242763	401171
3770	242827	401106
3771	242893	401044
3772	242964	400992
3773	243033	400934
3774	243096	400867
3775	243162	400806
3776	243223	400736
3777	243285	400667
3778	243347	400600
3779	243422	400552
3780	243492	400497
3781	243546	400415
3782	243605	400342
3783	243677	400290
3784	243737	400219
3785	243804	400158
3786	243862	400084
3787	243923	400014
3788	243994	399960
3789	244057	399893
3790	244128	399840
3791	244190	399772
3792	244260	399716
3793	244319	399643
3794	244387	399584
3795	244445	399509
3796	244517	399458
3797	244578	399388
3798	244647	399330
3799	244709	399263
3800	244777	399205
3801	244847	399149
3802	244919	399097
3803	244987	399038
3804	245057	398983
3805	245137	398944
3806	245212	398897
3807	245278	398835
3808	245348	398779
3809	245414	398718
3810	245477	398650
3811	245533	398572
3812	245601	398514
3813	245666	398451
3814	245729	398385
3815	245790	398314
3816	245855	398251
3817	245918	398183
3818	245981	398118
3819	246048	398057
3820	246120	398005
3821	246181	397935
3822	246248	397874
3823	246313	397811
3824	246381	397752
3825	246441	397681
3826	246504	397614
3827	246567	397547
3828	246633	397486
3829	246699	397423
3830	246765	397363
3831	246824	397289
3832	246889	397226
3833	246956	397165
3834	247014	397091
3835	247079	397027
3836	247146	396967
3837	247214	396908
3838	247283	396852
3839	247351	396793
3840	247418	396732
3841	247475	396657
3842	247539	396591
3843	247604	396528
3844	247662	396453
3845	247718	396375
3846	247779	396304
3847	247846	396245
3848	247911	396182
3849	247982	396128
3850	248054	396076
3851	248116	396007
3852	248181	395944
3853	248245	395878
3854	248309	395812
3855	248374	395749
3856	248441	395689
3857	248504	395622
3858	248576	395571
3859	248643	395510
3860	248701	395436
3861	248763	395367
3862	248826	395301
3863	248892	395239
3864	248961	395181
3865	249023	395114
3866	249084	395044
3867	249148	394979
3868	249214	394916
3869	249281	394856
3870	249341	394786
3871	249408	394724
3872	249476	394666
3873	249535	394594
3874	249598	394526
3875	249664	394463
3876	249722	394389
3877	249777	394310
3878	249839	394242
3879	249903	394178
3880	249980	394132
3881	250041	394062
3882	250097	393985
3883	250166	393928
3884	250216	393842
3885	250276	393770
3886	250335	393697
3887	250399	393632
3888	250462	393564
3889	250532	393509
3890	250599	393449
3891	250656	393373
3892	250720	393308
3893	250780	393236
3894	250835	393158
3895	250903	393098
3896	250969	393037
3897	251041	392984
3898	251109	392925
3899	251169	392854
3900	251234	392791
3901	251296	392723
3902	251369	392671
3903	251426	392595
3904	251495	392538
3905	251565	392483
3906	251636	392428
3907	251696	392357
3908	251766	392302
3909	251828	392233
3910	251889	392164
3911	251956	392103
3912	252024	392045
3913	252087	391978
3914	252164	391934
3915	252229	391869
3916	252293	391805
3917	252355	391737
3918	252424	391680
3919	252478	391599
3920	252541	391533
3921	252605	391468
3922	252678	391417
3923	252736	391342
3924	252808	391289
3925	252874	391227
3926	252928	391147
3927	252997	391089
3928	253064	391029
3929	253132	390970
3930	253195	390903
3931	253265	390847
3932	253328	390781
3933	253391	390714
3934	253451	390643
3935	253519	390585
3936	253587	390526
3937	253653	390463
3938	253719	390402
3939	253774	390323
3940	253840	390261
3941	253909	390203
3942	253976	390143
3943	254043	390082
3944	254109	390020
3945	254177	389961
3946	254247	389906
3947	254308	389837
3948	254374	389774
3949	254442	389716
3950	254514	389662
3951	254580	389600
3952	254646	389539
3953	254705	389466
3954	254773	389406
3955	254832	389334
3956	254899	389274
3957	254965	389212
3958	255038	389161
3959	255109	389106
3960	255183	389056
3961	255247	388992
3962	255316	388933
3963	255387	388880
3964	255451	388814
3965	255513	388745
3966	255582	388689
3967	255655	388638
3968	255721	388576
3969	255784	388509
3970	255850	388447
3971	255922	388393
3972	255985	388327
3973	256054	388269
3974	256114	388198
3975	256176	388130
3976	256250	388080
3977	256322	388027
3978	256382	387956
3979	256444	387888
3980	256513	387830
3981	256574	387761
3982	256642	387701
3983	256714	387648
3984	256775	387580
3985	256845	387524
3986	256916	387469
3987	256982	387407
3988	257050	387348
3989	257119	387289
3990	257187	387230
3991	257256	387173
3992	257324	387114
3993	257394	387058
3994	257465	387003
3995	257526	386933
3996	257591	386870
3997	257661	386813
3998	257729	386755
3999	257794	386692
4000	257860	386629
4001	257927	386568
4002	257995	386509
4003	258060	386445
4004	258126	386384
4005	258191	386320
4006	258256	386256
4007	258317	386186
4008	258384	386126
4009	258444	386056
4010	258505	385986
4011	258565	385914
4012	258627	385847
4013	258686	385774
4014	258746	385703
4015	258808	385634
4016	258879	385579
4017	258938	385507
4018	259006	385448
4019	259074	385389
4020	259145	385334
4021	259215	385278
4022	259281	385215
4023	259343	385148
4024	259404	385078
4025	259475	385024
4026	259546	384969
4027	259620	384919
4028	259689	384861
4029	259757	384801
4030	259822	384738
4031	259885	384672
4032	259956	384617
4033	260031	384568
4034	260093	384499
4035	260159	384437
4036	260209	384352
4037	260273	384286
4038	260335	384218
4039	260398	384151
4040	260462	384086
4041	260530	384028
4042	260601	383973
4043	260666	383909
4044	260731	383845
4045	260796	383782
4046	260853	383706
4047	260923	383650
4048	260990	383589
4049	261049	383516
4050	261113	383452
4051	261179	383389
4052	261244	383325
4053	261316	383272
4054	261375	383201
4055	261438	383133
4056	261501	383066
4057	261565	383002
4058	261631	382939
4059	261696	382875
4060	261766	382819
4061	261827	382750
4062	261894	382689
4063	261959	382626
4064	262024	382561
4065	262086	382493
4066	262152	382432
4067	262218	382369
4068	262279	382300
4069	262350	382245
4070	262418	382185
4071	262485	382124
4072	262545	382054
4073	262614	381996
4074	262684	381940
4075	262743	381866
4076	262806	381801
4077	262868	381733
4078	262934	381670
4079	263001	381609
4080	263073	381556
4081	263135	381488
4082	263205	381431
4083	263268	381365
4084	263335	381304
4085	263400	381241
4086	263464	381175
4087	263533	381118
4088	263603	381061
4089	263664	380991
4090	263729	380928
4091	263802	380875
4092	263873	380820
4093	263947	380770
4094	264018	380715
4095	264084	380653
4096	264157	380601
4097	264216	380528
