iter	MAE
1239	1324.240001
1240	1324.137541
1241	1324.030877
1242	1323.932656
1243	1323.839721
1244	1323.744081
1245	1323.646034
1246	1323.541521
1247	1323.447909
1248	1323.352912
1249	1323.262263
1250	1323.161096
1251	1323.058495
1252	1322.953832
1253	1322.855588
1254	1322.762754
1255	1322.657248
1256	1322.558009
1257	1322.454791
1258	1322.362002
1259	1322.264434
1260	1322.154861
1261	1322.046774
1262	1321.938714
1263	1321.834686
1264	1321.728644
1265	1321.637451
1266	1321.535216
1267	1321.431587
1268	1321.330308
1269	1321.222909
1270	1321.126691
1271	1321.018527
1272	1320.915768
1273	1320.822451
1274	1320.723112
1275	1320.611582
1276	1320.516069
1277	1320.41133
1278	1320.31372
1279	1320.209753
1280	1320.102391
1281	1320.006793
1282	1319.902738
1283	1319.807301
1284	1319.706665
1285	1319.601647
1286	1319.490629
1287	1319.390509
1288	1319.288292
1289	1319.195796
1290	1319.09001
1291	1318.997222
1292	1318.902218
1293	1318.811432
1294	1318.706198
1295	1318.600804
1296	1318.510026
1297	1318.416151
1298	1318.307254
1299	1318.204717
1300	1318.098281
1301	1317.999603
1302	1317.906791
1303	1317.804199
1304	1317.711182
1305	1317.612689
1306	1317.509743
1307	1317.407767
1308	1317.311783
1309	1317.219811
1310	1317.131476
1311	1317.04754
1312	1316.952819
1313	1316.865855
1314	1316.775329
1315	1316.682656
1316	1316.582119
1317	1316.483695
1318	1316.387801
1319	1316.294786
1320	1316.190458
1321	1316.096803
1322	1315.979379
1323	1315.875442
1324	1315.772759
1325	1315.678867
1326	1315.58186
1327	1315.489092
1328	1315.391852
1329	1315.282337
1330	1315.18684
1331	1315.084911
1332	1314.990179
1333	1314.896134
1334	1314.801705
1335	1314.709955
1336	1314.611994
1337	1314.512015
1338	1314.415078
1339	1314.312746
1340	1314.222732
1341	1314.132619
1342	1314.021297
1343	1313.932806
1344	1313.840869
1345	1313.746296
1346	1313.649126
1347	1313.536847
1348	1313.447027
1349	1313.344437
1350	1313.244088
1351	1313.141595
1352	1313.044765
1353	1312.939857
1354	1312.848086
1355	1312.74621
1356	1312.657337
1357	1312.561342
1358	1312.464574
1359	1312.366907
1360	1312.264869
1361	1312.159164
1362	1312.061581
1363	1311.960987
1364	1311.877742
1365	1311.777773
1366	1311.675703
1367	1311.581635
1368	1311.496409
1369	1311.405764
1370	1311.30916
1371	1311.220547
1372	1311.124667
1373	1311.030523
1374	1310.939381
1375	1310.834447
1376	1310.734429
1377	1310.638262
1378	1310.545932
1379	1310.444546
1380	1310.339618
1381	1310.240761
1382	1310.156765
1383	1310.07027
1384	1309.980903
1385	1309.887821
1386	1309.793332
1387	1309.700304
1388	1309.613412
1389	1309.522141
1390	1309.424661
1391	1309.330277
1392	1309.230121
1393	1309.131536
1394	1309.043807
1395	1308.956786
1396	1308.857192
1397	1308.764556
1398	1308.672744
1399	1308.579987
1400	1308.490423
1401	1308.400539
1402	1308.313414
1403	1308.224455
1404	1308.131262
1405	1308.038434
1406	1307.940381
1407	1307.840376
1408	1307.746596
1409	1307.651507
1410	1307.560125
1411	1307.463259
1412	1307.371919
1413	1307.276694
1414	1307.180766
1415	1307.089646
1416	1307.00501
1417	1306.912352
1418	1306.815035
1419	1306.719346
1420	1306.62078
1421	1306.522747
1422	1306.42809
1423	1306.3272
1424	1306.232257
1425	1306.144257
1426	1306.048964
1427	1305.952165
1428	1305.85338
1429	1305.748275
1430	1305.659692
1431	1305.577745
1432	1305.486588
1433	1305.392443
1434	1305.304579
1435	1305.211373
1436	1305.1097
1437	1305.01573
1438	1304.923207
1439	1304.819321
1440	1304.73098
1441	1304.633059
1442	1304.538317
1443	1304.442561
1444	1304.354842
1445	1304.258299
1446	1304.158337
1447	1304.067837
1448	1303.968472
1449	1303.873251
1450	1303.770744
1451	1303.676615
1452	1303.587521
1453	1303.491289
1454	1303.39503
1455	1303.298381
1456	1303.195411
1457	1303.098412
1458	1303.0131
1459	1302.909734
1460	1302.817563
1461	1302.711859
1462	1302.61358
1463	1302.519906
1464	1302.419681
1465	1302.333735
1466	1302.244777
1467	1302.155489
1468	1302.067773
1469	1301.983717
1470	1301.902776
1471	1301.812112
1472	1301.71285
1473	1301.632631
1474	1301.536383
1475	1301.442958
1476	1301.346469
1477	1301.250004
1478	1301.149775
1479	1301.055035
1480	1300.95689
1481	1300.8628
1482	1300.776668
1483	1300.677754
1484	1300.582984
1485	1300.4862
1486	1300.397756
1487	1300.310739
1488	1300.220388
1489	1300.137557
1490	1300.04331
1491	1299.951879
1492	1299.859614
1493	1299.770118
1494	1299.670011
1495	1299.580213
1496	1299.494581
1497	1299.408829
1498	1299.310979
1499	1299.219012
1500	1299.131825
1501	1299.045398
1502	1298.955363
1503	1298.868918
1504	1298.77256
1505	1298.689101
1506	1298.588585
1507	1298.490889
1508	1298.403322
1509	1298.304277
1510	1298.209724
1511	1298.122482
1512	1298.034376
1513	1297.939089
1514	1297.843418
1515	1297.755577
1516	1297.667921
1517	1297.585237
1518	1297.482927
1519	1297.397738
1520	1297.305833
1521	1297.212716
1522	1297.128774
1523	1297.031123
1524	1296.928673
1525	1296.844332
1526	1296.743426
1527	1296.654027
1528	1296.563277
1529	1296.469392
1530	1296.379381
1531	1296.290343
1532	1296.1935
1533	1296.099952
1534	1296.013029
1535	1295.914383
1536	1295.82213
1537	1295.731261
1538	1295.636165
1539	1295.550276
1540	1295.463812
1541	1295.377742
1542	1295.287405
1543	1295.193799
1544	1295.095949
1545	1295.013589
1546	1294.92146
1547	1294.831741
1548	1294.740233
1549	1294.648719
1550	1294.559445
1551	1294.472859
1552	1294.386381
1553	1294.297391
1554	1294.200079
1555	1294.112709
1556	1294.017951
1557	1293.921651
1558	1293.828543
1559	1293.748837
1560	1293.663557
1561	1293.567644
1562	1293.472467
1563	1293.371954
1564	1293.287747
1565	1293.204942
1566	1293.122788
1567	1293.028589
1568	1292.940868
1569	1292.844074
1570	1292.753885
1571	1292.676853
1572	1292.59086
1573	1292.497175
1574	1292.406265
1575	1292.308268
1576	1292.218591
1577	1292.124302
1578	1292.039192
1579	1291.948208
1580	1291.865239
1581	1291.766682
1582	1291.67217
1583	1291.584884
1584	1291.505285
1585	1291.421706
1586	1291.325053
1587	1291.239972
1588	1291.143756
1589	1291.034651
1590	1290.925936
1591	1290.843998
1592	1290.763326
1593	1290.684547
1594	1290.607148
1595	1290.504399
1596	1290.424912
1597	1290.333527
1598	1290.253739
1599	1290.165157
1600	1290.075184
1601	1289.984185
1602	1289.891142
1603	1289.799824
1604	1289.715664
1605	1289.634056
1606	1289.548471
1607	1289.458915
1608	1289.364274
1609	1289.263641
1610	1289.170539
1611	1289.088317
1612	1288.999766
1613	1288.912845
1614	1288.82489
1615	1288.737858
1616	1288.647466
1617	1288.557719
1618	1288.478221
1619	1288.395133
1620	1288.311327
1621	1288.222063
1622	1288.134647
1623	1288.031001
1624	1287.943855
1625	1287.839441
1626	1287.757832
1627	1287.675246
1628	1287.589058
1629	1287.503501
1630	1287.412464
1631	1287.316769
1632	1287.228043
1633	1287.148067
1634	1287.058894
1635	1286.975325
1636	1286.898579
1637	1286.804772
1638	1286.714165
1639	1286.629231
1640	1286.534878
1641	1286.438929
1642	1286.35506
1643	1286.263998
1644	1286.156407
1645	1286.076609
1646	1285.988909
1647	1285.907117
1648	1285.823216
1649	1285.735374
1650	1285.658213
1651	1285.568115
1652	1285.483447
1653	1285.398137
1654	1285.316635
1655	1285.235887
1656	1285.139673
1657	1285.052385
1658	1284.964873
1659	1284.891446
1660	1284.810568
1661	1284.72
1662	1284.628333
1663	1284.544591
1664	1284.454967
